text,annotation
নাস্তিক দের কে পাকড়াও করা হবে?,0
করে সাবসকারইব করছি সুধু হাসার জন্য....মানদের নাতি।,0
খালেদা জিয়ার প্রতি একটু হিসাব নেয়া প্রয়োজন - সোহেল,2
অসাধারণ প্রথম প্রেম ভুলার নয়,0
মাগি তর কি বড় ভাই নাই। তার সাথে ও ত খারাপ কাজ করতে পারিস,1
নাটক দেখার পাশাপাশি কমেন্ট পরতে ভালো লাগে,0
"আসামী গ্রেফতার, অপরাধ: স্টার জলসা চলাকালীন দুধ খেতে চাওয়া",1
শামীম ভাইয়ের অভিনয় টা অনেক ভাল লাগল,0
ভারত শয়তানেরা সব খারাপ কাজ পারে।,2
এই শালা মাদারচোদ তাকিয়ে দেখ ঐ লাল সবুজের পতাকার দিকে এখনো চিৎকার করে বলতেছে শহীদ ভাইদের কথা ৷,1
কোন লাভ নেই আগে দেশের অসহায় গরিব মানুষদের চিকিৎসার ব্যাবছথা করো আর যতই অসএ কিনেননা কেন পাকিসতানের সাথে যুদধ করে পারবেননা বরং যুদধ করলে ভারত খনডো বিখনডো হয়ে যাবে।,2
"পায়ের কাছে গাঁড় না মারিয়ে, এটা খা শালা ",2
" লুইচ্চার বাল, বামে কি দেহস? রোযার মাসে ও মাগিবাজি বন্ধ করলি না",1
এখানে মালাউনদের আস্ফালন দেখা যাইতেছে। তোরা আগে গো মূত্র খাওয়া ছাড়,2
নাটকের শেষ সিন টা ধারুণ ছিলরিয়াজ ভাইয়ের জন্য শুভকামনা এন্ড ভালোবাসাওনার সব নাটকী দেখা হয়আরো নতুন কিছুর আশা রাখছি,0
নাটকটি যে কতবার দেখলামএত্তগুলা রোমান্টিক কাহিনী আমারও যদি প্রিয় মানুষ টা কাছে থাকত,0
ঠাণ্ডা দেক আর গরম দেক... সেটা ব্যাপার না,0
‘কস কি ...তোর দাদার বয়স কতো?’,0
অসাধারন একজন অভিনেতা বস আফরান নিশো অসাধারন একটা নাটক,0
